 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
      52.600  1.0258551E-01  9.5465008E-02  1.0242419E-01  9.5314890E-02
      52.800  1.1192734E-01  1.0419135E-01  1.1162686E-01  1.0391163E-01
      53.000  1.2118649E-01  1.1284656E-01  1.2068652E-01  1.1238101E-01
      53.200  1.3033595E-01  1.2140551E-01  1.2958490E-01  1.2070591E-01
      53.400  1.3933946E-01  1.2983434E-01  1.3830321E-01  1.2886878E-01
      53.600  1.4815504E-01  1.3809389E-01  1.4682171E-01  1.3685111E-01
      53.800  1.5673991E-01  1.4614414E-01  1.5511970E-01  1.4463346E-01
      54.000  1.6505450E-01  1.5394803E-01  1.6317500E-01  1.5219501E-01
      54.200  1.7306608E-01  1.6147482E-01  1.7096429E-01  1.5951380E-01
      54.400  1.8075025E-01  1.6870149E-01  1.7846308E-01  1.6656677E-01
      54.600  1.8809054E-01  1.7561238E-01  1.8564601E-01  1.7333002E-01
      54.800  1.9507646E-01  1.8219741E-01  1.9248764E-01  1.7977950E-01
      55.000  2.0169988E-01  1.8844866E-01  1.9896286E-01  1.8589146E-01
      55.200  2.0795141E-01  1.9435704E-01  2.0504790E-01  1.9164334E-01
      55.400  2.1381690E-01  1.9990897E-01  2.1072090E-01  1.9701434E-01
      55.600  2.1927560E-01  2.0508467E-01  2.1596290E-01  2.0198636E-01
      55.800  2.2429999E-01  2.0985801E-01  2.2075841E-01  2.0654446E-01
      56.000  2.2885773E-01  2.1419829E-01  2.2509585E-01  2.1067738E-01
      56.200  2.3291558E-01  2.1807393E-01  2.2896794E-01  2.1437785E-01
      56.400  2.3644419E-01  2.2145695E-01  2.3237164E-01  2.1764254E-01
      56.600  2.3942341E-01  2.2432791E-01  2.3530800E-01  2.2047197E-01
      56.800  2.4184640E-01  2.2667984E-01  2.3778161E-01  2.2286995E-01
      57.000  2.4372230E-01  2.2852074E-01  2.3980002E-01  2.2484310E-01
