 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
   59.799939  2.3115486E-01  2.1785331E-01  2.2571578E-01  2.1272722E-01
   59.999937  2.2666169E-01  2.1369747E-01  2.2207068E-01  2.0936905E-01
   60.199934  2.2196431E-01  2.0934589E-01  2.1813117E-01  2.0573067E-01
   60.399932  2.1712332E-01  2.0485554E-01  2.1391163E-01  2.0182531E-01
   60.599929  2.1218676E-01  2.0027156E-01  2.0942659E-01  1.9766640E-01
   60.799927  2.0718710E-01  1.9562454E-01  2.0469044E-01  1.9326721E-01
   60.999924  2.0214011E-01  1.9092927E-01  1.9971749E-01  1.8864102E-01
   61.199921  1.9704476E-01  1.8618474E-01  1.9452173E-01  1.8380077E-01
   61.399919  1.9188487E-01  1.8137559E-01  1.8911680E-01  1.7875912E-01
   61.599916  1.8663201E-01  1.7647485E-01  1.8351602E-01  1.7352844E-01
   61.799914  1.8124917E-01  1.7144744E-01  1.7773212E-01  1.6812060E-01
   61.999911  1.7569549E-01  1.6625455E-01  1.7177751E-01  1.6254711E-01
